,Date,WiFi Zone,Location,Total Revenue
0,2021-02-01,EFBXW-LI-Ram-Madula,Rambuda,30.0
29,2021-02-01,FBXW-LI-Ramb-MKSpazaShopTshibvumo-AP1,Rambuda,34.05
30,2021-02-01,FBXW-LI-Ramb-MukwevhoResidence-AP1,Rambuda,23.33
31,2021-02-01,FBXW-LI-Ramb-NageliHouse-AP1,Rambuda,35.24
32,2021-02-01,FBXW-LI-Ramb-NditsheniFruitShop-AP1,Rambuda,51.9
33,2021-02-01,FBXW-LI-Ramb-PileKonanani-disable-people-co-operative-AP1,Rambuda,36.67
34,2021-02-01,FBXW-LI-Ramb-PileRestaurant-AP1,Rambuda,103.33
35,2021-02-01,FBXW-LI-Ruth-Tuck-Shop-AP1,Tzaneen,30.0
36,2021-02-01,FBXW-LI-Waren-G-AP1,Tzaneen,30.0
37,2021-02-01,FBXW-MONASGENERALSTORE-AP1,Munsieville,58.33
38,2021-02-01,PIXWF-BH-ASIBONGETRADINGBUTCHER-AP1,Bothas Hill,90.24
40,2021-02-01,PIXWF-BH-DLAMINI-RESIDENCE-AP1,Bothas Hill,28.57
28,2021-02-01,FBXW-LI-Ramb-HaKhakhiSpazaShop-AP1,Rambuda,80.71
41,2021-02-01,PIXWF-BH-GRIMATUCKSHOP-AP,Bothas Hill,46.9
43,2021-02-01,PIXWF-BH-MCHUNU-HOUSE-AP1,Bothas Hill,36.9
44,2021-02-01,PIXWF-BH-MSOMI-HOUSE-AP,Bothas Hill,6.9
45,2021-02-01,PIXWF-BH-NGCOBO-HOUSE-AP1,Bothas Hill,51.9
46,2021-02-01,PIXWF-BH-ROADHOUSESPAZA-AP1,Bothas Hill,133.81
47,2021-02-01,PIXWF-BH-TSAKANE-AP1,Bothas Hill,113.81
48,2021-02-01,PIXWF-BH-YENZANATHICDP-AP1,Bothas Hill,53.57
49,2021-02-01,PIXWF-CPT-KAYAMANDI-AP1,Kayamandi,173.1
50,2021-02-01,PIXWF-ICONICHAIRSALON-AP1,Munsieville,60.48
51,2021-02-01,PIXWF-MIDO-INTERNET-CAFE-AP1,Munsieville,28.57
52,2021-02-01,PIXWF-NOBELACENTER-AP1,Munsieville,79.05
53,2021-02-01,PIXWF-SHOP-n-SAVE-AP1,Munsieville,75.0
42,2021-02-01,PIXWF-BH-KINGS-TUCKSHOP-AP1,Bothas Hill,51.9
27,2021-02-01,FBXW-LI-Ramb-Fhatuwani,Rambuda,5.0
39,2021-02-01,PIXWF-BH-CORNERTUCKSHOP-AP1,Bothas Hill,125.95
25,2021-02-01,FBXW-LI-Ramb-ChiefHouse-AP1,Rambuda,33.81
26,2021-02-01,FBXW-LI-Ramb-CouncilOffice-AP1,Rambuda,3.57
2,2021-02-01,EFBXW-LI-Ramb-NetiliResidence-AP1,Rambuda,13.33
3,2021-02-01,EFBXW-LI-Ramb-PileCommunityHall-AP1,Rambuda,16.9
4,2021-02-01,EFBXW-LI-Ramb-SuccessSalon-AP1,Rambuda,28.57
5,2021-02-01,EFBXW-LI-Ramb-TshilandeTuckshop-AP1,Rambuda,21.67
6,2021-02-01,FBXW-KZN-CLERMONT-AP1,Cleremont,5.0
7,2021-02-01,FBXW-KZN-INANDA-AP1,Inanda,26.67
8,2021-02-01,FBXW-KZN-KWADABEKA-AP1,Kwadabeka,35.0
9,2021-02-01,FBXW-KZN-Lamontville-PIXWF,Lamontville,128.33
10,2021-02-01,FBXW-KZN-MARRIANHILL-AP2,Inanda,85.0
11,2021-02-01,FBXW-KZN-OLC-AP1,Mpopheni,3.57
12,2021-02-01,FBXW-KZN-Phoenix-AP1,Pheonix,37.14
1,2021-02-01,EFBXW-LI-Ramb-Nethamba-AP1,Rambuda,16.67
14,2021-02-01,FBXW-LI-CORNER-TUCKSHOP-AP1,Tzaneen,20.0
13,2021-02-01,FBXW-LI-Asvali-Supermarket-AP1,Tzaneen,45.0
23,2021-02-01,FBXW-LI-NTWAMPE-AP,Lebalelo,5.0
22,2021-02-01,FBXW-LI-Masakhana-Spaza-Shop-AP1,Tzaneen,35.0
21,2021-02-01,FBXW-LI-Mariveni-CafeAP1,Tzaneen,50.48
20,2021-02-01,FBXW-LI-MORENA-GENERAL-AP,Lebalelo,46.9
24,2021-02-01,FBXW-LI-Ramb-AaronHouse-AP1,Rambuda,14.05
18,2021-02-01,FBXW-LI-MMUHLANE-AP,Lebalelo,30.0
17,2021-02-01,FBXW-LI-MMABOKO-SHOP-AP,Lebalelo,20.0
16,2021-02-01,FBXW-LI-Hoza-Hoza-Tuckshop-AP1,Tzaneen,55.0
15,2021-02-01,FBXW-LI-DIMPHO-SHOP-AP,Lebalelo,15.0
19,2021-02-01,FBXW-LI-MMUTLANE-CLINIC-AP,Lebalelo,15.0
90,2021-02-02,PIXWF-BH-ASIBONGETRADINGBUTCHER-AP1,Bothas Hill,26.67
82,2021-02-02,FBXW-LI-Ramb-MukwevhoResidence-AP1,Rambuda,13.33
83,2021-02-02,FBXW-LI-Ramb-NageliHouse-AP1,Rambuda,8.33
84,2021-02-02,FBXW-LI-Ramb-NditsheniFruitShop-AP1,Rambuda,11.9
85,2021-02-02,FBXW-LI-Ramb-PileKonanani-disable-people-co-operative-AP1,Rambuda,11.67
86,2021-02-02,FBXW-LI-Ramb-PileRestaurant-AP1,Rambuda,11.67
87,2021-02-02,FBXW-LI-Ruth-Tuck-Shop-AP1,Tzaneen,5.0
81,2021-02-02,FBXW-LI-Ramb-MKSpazaShopTshibvumo-AP1,Rambuda,6.9
88,2021-02-02,FBXW-LI-Waren-G-AP1,Tzaneen,15.0
89,2021-02-02,FBXW-MONASGENERALSTORE-AP1,Munsieville,8.33
91,2021-02-02,PIXWF-BH-CORNERTUCKSHOP-AP1,Bothas Hill,42.62
97,2021-02-02,PIXWF-BH-NGCOBO-HOUSE-AP1,Bothas Hill,16.9
93,2021-02-02,PIXWF-BH-GRIMATUCKSHOP-AP,Bothas Hill,30.48
94,2021-02-02,PIXWF-BH-KINGS-TUCKSHOP-AP1,Bothas Hill,27.14
95,2021-02-02,PIXWF-BH-MCHUNU-HOUSE-AP1,Bothas Hill,11.67
96,2021-02-02,PIXWF-BH-MSOMI-HOUSE-AP,Bothas Hill,6.9
98,2021-02-02,PIXWF-BH-ROADHOUSESPAZA-AP1,Bothas Hill,78.81
99,2021-02-02,PIXWF-BH-TSAKANE-AP1,Bothas Hill,70.24
100,2021-02-02,PIXWF-BH-YENZANATHICDP-AP1,Bothas Hill,15.0
101,2021-02-02,PIXWF-CPT-KAYAMANDI-AP1,Kayamandi,91.19
102,2021-02-02,PIXWF-ICONICHAIRSALON-AP1,Munsieville,11.9
103,2021-02-02,PIXWF-NOBELACENTER-AP1,Munsieville,36.9
80,2021-02-02,FBXW-LI-Ramb-HaKhakhiSpazaShop-AP1,Rambuda,25.24
92,2021-02-02,PIXWF-BH-DLAMINI-RESIDENCE-AP1,Bothas Hill,13.57
79,2021-02-02,FBXW-LI-Ramb-CouncilOffice-AP1,Rambuda,15.24
104,2021-02-02,PIXWF-SHOP-n-SAVE-AP1,Munsieville,20.0
77,2021-02-02,FBXW-LI-Ramb-AaronHouse-AP1,Rambuda,37.86
78,2021-02-02,FBXW-LI-Ramb-ChiefHouse-AP1,Rambuda,20.24
54,2021-02-02,EFBXW-LI-Ram-Madula,Rambuda,15.0
56,2021-02-02,EFBXW-LI-Ramb-NetiliResidence-AP1,Rambuda,8.33
57,2021-02-02,EFBXW-LI-Ramb-PileCommunityHall-AP1,Rambuda,22.14
58,2021-02-02,EFBXW-LI-Ramb-SuccessSalon-AP1,Rambuda,15.24
59,2021-02-02,EFBXW-LI-Ramb-TshilandeTuckshop-AP1,Rambuda,15.0
60,2021-02-02,FBXW-KZN-CLERMONT-AP1,Cleremont,5.0
61,2021-02-02,FBXW-KZN-INANDA-AP1,Inanda,16.67
62,2021-02-02,FBXW-KZN-Lamontville-PIXWF,Lamontville,46.9
63,2021-02-02,FBXW-KZN-MARRIANHILL-AP2,Inanda,25.0
64,2021-02-02,FBXW-KZN-OLC-AP1,Mpopheni,3.57
55,2021-02-02,EFBXW-LI-Ramb-Nethamba-AP1,Rambuda,8.33
66,2021-02-02,FBXW-LI-Asvali-Supermarket-AP1,Tzaneen,5.0
65,2021-02-02,FBXW-KZN-Phoenix-AP1,Pheonix,7.14
76,2021-02-02,FBXW-LI-NTWAMPE-AP,Lebalelo,8.57
74,2021-02-02,FBXW-LI-MORENA-GENERAL-AP,Lebalelo,64.05
73,2021-02-02,FBXW-LI-MMUTLANE-CLINIC-AP,Lebalelo,5.0
72,2021-02-02,FBXW-LI-MMUHLANE-AP,Lebalelo,50.0
75,2021-02-02,FBXW-LI-Mariveni-CafeAP1,Tzaneen,20.48
70,2021-02-02,FBXW-LI-Hoza-Hoza-Tuckshop-AP1,Tzaneen,10.0
69,2021-02-02,FBXW-LI-DIMPHO-SHOP-AP,Lebalelo,18.57
68,2021-02-02,FBXW-LI-CORNER-TUCKSHOP-AP1,Tzaneen,5.0
67,2021-02-02,FBXW-LI-CHEAPCHEAP-SHOP-AP,Lebalelo,6.9
71,2021-02-02,FBXW-LI-MMABOKO-SHOP-AP,Lebalelo,20.0
128,2021-02-03,FBXW-LI-Ramb-NditsheniFruitShop-AP1,Rambuda,8.33
135,2021-02-03,PIXWF-BH-DLAMINI-RESIDENCE-AP1,Bothas Hill,3.57
129,2021-02-03,FBXW-LI-Ramb-PileKonanani-disable-people-co-operative-AP1,Rambuda,25.71
130,2021-02-03,FBXW-LI-Ramb-PileRestaurant-AP1,Rambuda,6.67
131,2021-02-03,FBXW-LI-Waren-G-AP1,Tzaneen,5.0
132,2021-02-03,FBXW-MONASGENERALSTORE-AP1,Munsieville,3.33
133,2021-02-03,PIXWF-BH-ASIBONGETRADINGBUTCHER-AP1,Bothas Hill,17.14
134,2021-02-03,PIXWF-BH-CORNERTUCKSHOP-AP1,Bothas Hill,18.81
136,2021-02-03,PIXWF-BH-GRIMATUCKSHOP-AP,Bothas Hill,16.9
142,2021-02-03,PIXWF-BH-TSAKANE-AP1,Bothas Hill,26.9
138,2021-02-03,PIXWF-BH-MCHUNU-HOUSE-AP1,Bothas Hill,6.9
139,2021-02-03,PIXWF-BH-MSOMI-HOUSE-AP,Bothas Hill,6.9
140,2021-02-03,PIXWF-BH-NGCOBO-HOUSE-AP1,Bothas Hill,6.67
141,2021-02-03,PIXWF-BH-ROADHOUSESPAZA-AP1,Bothas Hill,30.24
143,2021-02-03,PIXWF-BH-YENZANATHICDP-AP1,Bothas Hill,6.67
145,2021-02-03,PIXWF-ICONICHAIRSALON-AP1,Munsieville,6.9
146,2021-02-03,PIXWF-MIDO-INTERNET-CAFE-AP1,Munsieville,3.57
147,2021-02-03,PIXWF-NOBELACENTER-AP1,Munsieville,14.05
127,2021-02-03,FBXW-LI-Ramb-NageliHouse-AP1,Rambuda,3.33
137,2021-02-03,PIXWF-BH-KINGS-TUCKSHOP-AP1,Bothas Hill,17.38
126,2021-02-03,FBXW-LI-Ramb-MuofheSpazaShop-AP11,Rambuda,13.33
144,2021-02-03,PIXWF-CPT-KAYAMANDI-AP1,Kayamandi,59.76
124,2021-02-03,FBXW-LI-Ramb-Matsindisi-AP1,Rambuda,10.0
105,2021-02-03,EFBXW-LI-Ramb-Nethamba-AP1,Rambuda,3.33
106,2021-02-03,EFBXW-LI-Ramb-NetiliResidence-AP1,Rambuda,3.33
107,2021-02-03,EFBXW-LI-Ramb-PileCommunityHall-AP1,Rambuda,7.14
108,2021-02-03,EFBXW-LI-Ramb-SuccessSalon-AP1,Rambuda,16.9
109,2021-02-03,EFBXW-LI-Ramb-TshilandeTuckshop-AP1,Rambuda,3.33
110,2021-02-03,FBXW-KZN-INANDA-AP1,Inanda,6.67
111,2021-02-03,FBXW-KZN-Lamontville-PIXWF,Lamontville,41.9
112,2021-02-03,FBXW-KZN-OLC-AP1,Mpopheni,8.57
113,2021-02-03,FBXW-KZN-Phoenix-AP1,Pheonix,7.14
125,2021-02-03,FBXW-LI-Ramb-MukwevhoResidence-AP1,Rambuda,3.33
115,2021-02-03,FBXW-LI-MMABOKO-SHOP-AP,Lebalelo,5.0
116,2021-02-03,FBXW-LI-MORENA-GENERAL-AP,Lebalelo,7.14
117,2021-02-03,FBXW-LI-Mariveni-CafeAP1,Tzaneen,24.05
118,2021-02-03,FBXW-LI-NTWAMPE-AP,Lebalelo,3.57
119,2021-02-03,FBXW-LI-Ramb-AaronHouse-AP1,Rambuda,35.95
120,2021-02-03,FBXW-LI-Ramb-ChiefHouse-AP1,Rambuda,10.24
121,2021-02-03,FBXW-LI-Ramb-CouncilOffice-AP1,Rambuda,10.0
122,2021-02-03,FBXW-LI-Ramb-HaKhakhiSpazaShop-AP1,Rambuda,10.24
123,2021-02-03,FBXW-LI-Ramb-MKSpazaShopTshibvumo-AP1,Rambuda,10.24
114,2021-02-03,FBXW-LI-Asvali-Supermarket-AP1,Tzaneen,8.33
175,2021-02-04,PIXWF-BH-CORNERTUCKSHOP-AP1,Bothas Hill,42.38
174,2021-02-04,PIXWF-BH-ASIBONGETRADINGBUTCHER-AP1,Bothas Hill,20.71
173,2021-02-04,FBXW-MONASGENERALSTORE-AP1,Munsieville,6.9
169,2021-02-04,FBXW-LI-Ramb-NageliHouse-AP1,Rambuda,6.67
171,2021-02-04,FBXW-LI-Ramb-PileKonanani-disable-people-co-operative-AP1,Rambuda,3.57
170,2021-02-04,FBXW-LI-Ramb-NditsheniFruitShop-AP1,Rambuda,13.33
176,2021-02-04,PIXWF-BH-DLAMINI-RESIDENCE-AP1,Bothas Hill,3.57
172,2021-02-04,FBXW-LI-Ramb-PileRestaurant-AP1,Rambuda,6.67
177,2021-02-04,PIXWF-BH-GRIMATUCKSHOP-AP,Bothas Hill,15.48
182,2021-02-04,PIXWF-BH-ROADHOUSESPAZA-AP1,Bothas Hill,40.24
179,2021-02-04,PIXWF-BH-MCHUNU-HOUSE-AP1,Bothas Hill,13.81
180,2021-02-04,PIXWF-BH-MSOMI-HOUSE-AP,Bothas Hill,6.9
181,2021-02-04,PIXWF-BH-NGCOBO-HOUSE-AP1,Bothas Hill,11.9
183,2021-02-04,PIXWF-BH-TSAKANE-AP1,Bothas Hill,33.81
184,2021-02-04,PIXWF-BH-YENZANATHICDP-AP1,Bothas Hill,3.57
185,2021-02-04,PIXWF-CPT-KAYAMANDI-AP1,Kayamandi,61.19
186,2021-02-04,PIXWF-ICONICHAIRSALON-AP1,Munsieville,3.33
168,2021-02-04,FBXW-LI-Ramb-MuofheSpazaShop-AP11,Rambuda,3.33
178,2021-02-04,PIXWF-BH-KINGS-TUCKSHOP-AP1,Bothas Hill,13.81
187,2021-02-04,PIXWF-NOBELACENTER-AP1,Munsieville,18.33
167,2021-02-04,FBXW-LI-Ramb-MukwevhoResidence-AP1,Rambuda,3.33
165,2021-02-04,FBXW-LI-Ramb-MKSpazaShopTshibvumo-AP1,Rambuda,11.67
166,2021-02-04,FBXW-LI-Ramb-Matsindisi-AP1,Rambuda,10.0
148,2021-02-04,EFBXW-LI-Ramb-Nethamba-AP1,Rambuda,11.9
149,2021-02-04,EFBXW-LI-Ramb-NetiliResidence-AP1,Rambuda,8.33
150,2021-02-04,EFBXW-LI-Ramb-PileCommunityHall-AP1,Rambuda,12.14
151,2021-02-04,EFBXW-LI-Ramb-SuccessSalon-AP1,Rambuda,6.9
153,2021-02-04,FBXW-KZN-INANDA-AP1,Inanda,6.67
154,2021-02-04,FBXW-KZN-Lamontville-PIXWF,Lamontville,41.9
155,2021-02-04,FBXW-KZN-OLC-AP1,Mpopheni,8.57
152,2021-02-04,EFBXW-LI-Ramb-TshilandeTuckshop-AP1,Rambuda,3.33
157,2021-02-04,FBXW-LI-Asvali-Supermarket-AP1,Tzaneen,3.33
158,2021-02-04,FBXW-LI-Hoza-Hoza-Tuckshop-AP1,Tzaneen,3.57
159,2021-02-04,FBXW-LI-Mariveni-CafeAP1,Tzaneen,19.05
160,2021-02-04,FBXW-LI-Ramb-AaronHouse-AP1,Rambuda,42.86
161,2021-02-04,FBXW-LI-Ramb-ChiefHouse-AP1,Rambuda,18.81
162,2021-02-04,FBXW-LI-Ramb-CouncilOffice-AP1,Rambuda,20.24
163,2021-02-04,FBXW-LI-Ramb-HaKhakhiSpazaShop-AP1,Rambuda,13.57
156,2021-02-04,FBXW-KZN-Phoenix-AP1,Pheonix,7.14
164,2021-02-04,FBXW-LI-Ramb-Lavhe-AP1,Rambuda,6.9
218,2021-02-05,PIXWF-BH-CORNERTUCKSHOP-AP1,Bothas Hill,40.95
217,2021-02-05,PIXWF-BH-ASIBONGETRADINGBUTCHER-AP1,Bothas Hill,24.29
216,2021-02-05,FBXW-MONASGENERALSTORE-AP1,Munsieville,6.9
212,2021-02-05,FBXW-LI-Ramb-NageliHouse-AP1,Rambuda,13.33
214,2021-02-05,FBXW-LI-Ramb-PileKonanani-disable-people-co-operative-AP1,Rambuda,6.9
213,2021-02-05,FBXW-LI-Ramb-NditsheniFruitShop-AP1,Rambuda,3.33
219,2021-02-05,PIXWF-BH-DLAMINI-RESIDENCE-AP1,Bothas Hill,11.9
215,2021-02-05,FBXW-LI-Ramb-PileRestaurant-AP1,Rambuda,11.67
220,2021-02-05,PIXWF-BH-GRIMATUCKSHOP-AP,Bothas Hill,20.24
230,2021-02-05,PIXWF-NOBELACENTER-AP1,Munsieville,23.33
222,2021-02-05,PIXWF-BH-MCHUNU-HOUSE-AP1,Bothas Hill,14.05
223,2021-02-05,PIXWF-BH-MSOMI-HOUSE-AP,Bothas Hill,6.9
224,2021-02-05,PIXWF-BH-NGCOBO-HOUSE-AP1,Bothas Hill,11.9
225,2021-02-05,PIXWF-BH-ROADHOUSESPAZA-AP1,Bothas Hill,32.38
226,2021-02-05,PIXWF-BH-TSAKANE-AP1,Bothas Hill,20.24
227,2021-02-05,PIXWF-BH-YENZANATHICDP-AP1,Bothas Hill,3.33
228,2021-02-05,PIXWF-CPT-KAYAMANDI-AP1,Kayamandi,71.19
229,2021-02-05,PIXWF-ICONICHAIRSALON-AP1,Munsieville,3.33
211,2021-02-05,FBXW-LI-Ramb-MuofheSpazaShop-AP11,Rambuda,11.67
221,2021-02-05,PIXWF-BH-KINGS-TUCKSHOP-AP1,Bothas Hill,10.48
210,2021-02-05,FBXW-LI-Ramb-MukwevhoResidence-AP1,Rambuda,3.33
193,2021-02-05,FBXW-KZN-Lamontville-PIXWF,Lamontville,45.48
208,2021-02-05,FBXW-LI-Ramb-MKSpazaShopTshibvumo-AP1,Rambuda,5.0
188,2021-02-05,EFBXW-LI-Ramb-Nethamba-AP1,Rambuda,8.33
189,2021-02-05,EFBXW-LI-Ramb-NetiliResidence-AP1,Rambuda,8.33
190,2021-02-05,EFBXW-LI-Ramb-PileCommunityHall-AP1,Rambuda,20.48
191,2021-02-05,EFBXW-LI-Ramb-SuccessSalon-AP1,Rambuda,10.0
192,2021-02-05,FBXW-KZN-INANDA-AP1,Inanda,6.67
194,2021-02-05,FBXW-KZN-OLC-AP1,Mpopheni,3.57
195,2021-02-05,FBXW-KZN-Phoenix-AP1,Pheonix,7.14
196,2021-02-05,FBXW-LI-Asvali-Supermarket-AP1,Tzaneen,8.57
197,2021-02-05,FBXW-LI-CHEAPCHEAP-SHOP-AP,Lebalelo,3.33
209,2021-02-05,FBXW-LI-Ramb-Matsindisi-AP1,Rambuda,10.0
199,2021-02-05,FBXW-LI-MORENA-GENERAL-AP,Lebalelo,12.14
198,2021-02-05,FBXW-LI-MMABOKO-SHOP-AP,Lebalelo,5.0
206,2021-02-05,FBXW-LI-Ramb-HaKhakhiSpazaShop-AP1,Rambuda,13.57
205,2021-02-05,FBXW-LI-Ramb-CouncilOffice-AP1,Rambuda,8.33
204,2021-02-05,FBXW-LI-Ramb-ChiefHouse-AP1,Rambuda,13.81
207,2021-02-05,FBXW-LI-Ramb-Lavhe-AP1,Rambuda,6.9
202,2021-02-05,FBXW-LI-PROSPERITE-TUCKSHOP-AP,Lebalelo,10.0
201,2021-02-05,FBXW-LI-NTWAMPE-AP,Lebalelo,3.57
200,2021-02-05,FBXW-LI-Mariveni-CafeAP1,Tzaneen,20.48
203,2021-02-05,FBXW-LI-Ramb-AaronHouse-AP1,Rambuda,27.86
263,2021-02-06,PIXWF-BH-DLAMINI-RESIDENCE-AP1,Bothas Hill,8.57
255,2021-02-06,FBXW-LI-Ramb-MuofheSpazaShop-AP11,Rambuda,3.57
256,2021-02-06,FBXW-LI-Ramb-NageliHouse-AP1,Rambuda,6.67
257,2021-02-06,FBXW-LI-Ramb-NditsheniFruitShop-AP1,Rambuda,11.67
258,2021-02-06,FBXW-LI-Ramb-PileRestaurant-AP1,Rambuda,20.0
259,2021-02-06,FBXW-LI-Waren-G-AP1,Tzaneen,6.9
260,2021-02-06,FBXW-MONASGENERALSTORE-AP1,Munsieville,6.9
261,2021-02-06,PIXWF-BH-ASIBONGETRADINGBUTCHER-AP1,Bothas Hill,6.9
262,2021-02-06,PIXWF-BH-CORNERTUCKSHOP-AP1,Bothas Hill,21.9
264,2021-02-06,PIXWF-BH-GRIMATUCKSHOP-AP,Bothas Hill,20.48
274,2021-02-06,PIXWF-NOBELACENTER-AP1,Munsieville,18.33
266,2021-02-06,PIXWF-BH-MCHUNU-HOUSE-AP1,Bothas Hill,6.9
267,2021-02-06,PIXWF-BH-MSOMI-HOUSE-AP,Bothas Hill,6.9
268,2021-02-06,PIXWF-BH-NGCOBO-HOUSE-AP1,Bothas Hill,11.9
269,2021-02-06,PIXWF-BH-ROADHOUSESPAZA-AP1,Bothas Hill,26.9
270,2021-02-06,PIXWF-BH-TSAKANE-AP1,Bothas Hill,20.0
271,2021-02-06,PIXWF-BH-YENZANATHICDP-AP1,Bothas Hill,8.57
272,2021-02-06,PIXWF-CPT-KAYAMANDI-AP1,Kayamandi,49.05
273,2021-02-06,PIXWF-ICONICHAIRSALON-AP1,Munsieville,3.33
254,2021-02-06,FBXW-LI-Ramb-MukwevhoResidence-AP1,Rambuda,3.33
265,2021-02-06,PIXWF-BH-KINGS-TUCKSHOP-AP1,Bothas Hill,6.9
253,2021-02-06,FBXW-LI-Ramb-Matsindisi-AP1,Rambuda,10.0
250,2021-02-06,FBXW-LI-Ramb-HaKhakhiSpazaShop-AP1,Rambuda,20.24
251,2021-02-06,FBXW-LI-Ramb-Lavhe-AP1,Rambuda,6.9
231,2021-02-06,EFBXW-LI-Ramb-Nethamba-AP1,Rambuda,3.33
232,2021-02-06,EFBXW-LI-Ramb-NetiliResidence-AP1,Rambuda,3.33
252,2021-02-06,FBXW-LI-Ramb-MKSpazaShopTshibvumo-AP1,Rambuda,8.57
234,2021-02-06,EFBXW-LI-Ramb-SuccessSalon-AP1,Rambuda,6.67
235,2021-02-06,EFBXW-LI-Ramb-TshilandeTuckshop-AP1,Rambuda,3.33
236,2021-02-06,FBXW-KZN-INANDA-AP1,Inanda,6.67
237,2021-02-06,FBXW-KZN-Lamontville-PIXWF,Lamontville,18.57
238,2021-02-06,FBXW-KZN-OLC-AP1,Mpopheni,17.14
239,2021-02-06,FBXW-KZN-Phoenix-AP1,Pheonix,12.14
240,2021-02-06,FBXW-LI-Asvali-Supermarket-AP1,Tzaneen,5.0
233,2021-02-06,EFBXW-LI-Ramb-PileCommunityHall-AP1,Rambuda,21.9
242,2021-02-06,FBXW-LI-MMABOKO-SHOP-AP,Lebalelo,5.0
243,2021-02-06,FBXW-LI-MORENA-GENERAL-AP,Lebalelo,13.57
244,2021-02-06,FBXW-LI-Mariveni-CafeAP1,Tzaneen,11.9
245,2021-02-06,FBXW-LI-NTWAMPE-AP,Lebalelo,3.57
246,2021-02-06,FBXW-LI-PROSPERITE-TUCKSHOP-AP,Lebalelo,5.0
247,2021-02-06,FBXW-LI-Ramb-AaronHouse-AP1,Rambuda,13.81
248,2021-02-06,FBXW-LI-Ramb-ChiefHouse-AP1,Rambuda,22.38
249,2021-02-06,FBXW-LI-Ramb-CouncilOffice-AP1,Rambuda,6.67
241,2021-02-06,FBXW-LI-CHEAPCHEAP-SHOP-AP,Lebalelo,3.33
294,2021-02-07,FBXW-LI-Ramb-PileRestaurant-AP1,Rambuda,6.67
295,2021-02-07,FBXW-MONASGENERALSTORE-AP1,Munsieville,6.9
296,2021-02-07,PIXWF-BH-ASIBONGETRADINGBUTCHER-AP1,Bothas Hill,25.95
297,2021-02-07,PIXWF-BH-CORNERTUCKSHOP-AP1,Bothas Hill,10.0
309,2021-02-07,PIXWF-NOBELACENTER-AP1,Munsieville,8.33
299,2021-02-07,PIXWF-BH-GRIMATUCKSHOP-AP,Bothas Hill,10.48
300,2021-02-07,PIXWF-BH-KINGS-TUCKSHOP-AP1,Bothas Hill,15.24
305,2021-02-07,PIXWF-BH-TSAKANE-AP1,Bothas Hill,41.9
302,2021-02-07,PIXWF-BH-MSOMI-HOUSE-AP,Bothas Hill,6.9
303,2021-02-07,PIXWF-BH-NGCOBO-HOUSE-AP1,Bothas Hill,6.9
304,2021-02-07,PIXWF-BH-ROADHOUSESPAZA-AP1,Bothas Hill,41.9
306,2021-02-07,PIXWF-BH-YENZANATHICDP-AP1,Bothas Hill,3.57
307,2021-02-07,PIXWF-CPT-KAYAMANDI-AP1,Kayamandi,89.05
308,2021-02-07,PIXWF-ICONICHAIRSALON-AP1,Munsieville,3.33
293,2021-02-07,FBXW-LI-Ramb-PileKonanani-disable-people-co-operative-AP1,Rambuda,8.33
301,2021-02-07,PIXWF-BH-MCHUNU-HOUSE-AP1,Bothas Hill,10.24
292,2021-02-07,FBXW-LI-Ramb-NditsheniFruitShop-AP1,Rambuda,13.33
298,2021-02-07,PIXWF-BH-DLAMINI-RESIDENCE-AP1,Bothas Hill,3.57
290,2021-02-07,FBXW-LI-Ramb-Matsindisi-AP1,Rambuda,8.57
291,2021-02-07,FBXW-LI-Ramb-NageliHouse-AP1,Rambuda,6.67
275,2021-02-07,EFBXW-LI-Ramb-Nethamba-AP1,Rambuda,11.67
276,2021-02-07,EFBXW-LI-Ramb-NetiliResidence-AP1,Rambuda,3.33
278,2021-02-07,EFBXW-LI-Ramb-TshilandeTuckshop-AP1,Rambuda,3.33
279,2021-02-07,FBXW-KZN-INANDA-AP1,Inanda,3.33
280,2021-02-07,FBXW-KZN-Lamontville-PIXWF,Lamontville,23.57
281,2021-02-07,FBXW-KZN-OLC-AP1,Mpopheni,3.57
277,2021-02-07,EFBXW-LI-Ramb-PileCommunityHall-AP1,Rambuda,13.33
283,2021-02-07,FBXW-LI-MORENA-GENERAL-AP,Lebalelo,3.33
284,2021-02-07,FBXW-LI-Mariveni-CafeAP1,Tzaneen,20.48
285,2021-02-07,FBXW-LI-Ramb-ChiefHouse-AP1,Rambuda,29.52
286,2021-02-07,FBXW-LI-Ramb-CouncilOffice-AP1,Rambuda,6.67
287,2021-02-07,FBXW-LI-Ramb-HaKhakhiSpazaShop-AP1,Rambuda,11.67
288,2021-02-07,FBXW-LI-Ramb-Lavhe-AP1,Rambuda,6.9
282,2021-02-07,FBXW-KZN-Phoenix-AP1,Pheonix,12.14
289,2021-02-07,FBXW-LI-Ramb-MKSpazaShopTshibvumo-AP1,Rambuda,3.57
343,2021-02-08,PIXWF-BH-DLAMINI-RESIDENCE-AP1,Bothas Hill,0.0
342,2021-02-08,PIXWF-BH-CORNERTUCKSHOP-AP1,Bothas Hill,31.9
341,2021-02-08,PIXWF-BH-ASIBONGETRADINGBUTCHER-AP1,Bothas Hill,17.14
340,2021-02-08,FBXW-MONASGENERALSTORE-AP1,Munsieville,6.9
336,2021-02-08,FBXW-LI-Ramb-NditsheniFruitShop-AP1,Rambuda,13.33
337,2021-02-08,FBXW-LI-Ramb-PileRestaurant-AP1,Rambuda,18.57
